protein_id,TPR
p41969,0.9818181818181818
q96de5,0.9215686274509803
p69346,0.0
q00987,0.7894736842105263
q03519,0.7054263565891473
o43516,0.5025380710659898
p24255,0.6666666666666666
q8vhk2,0.9359903381642513
p24864,0.0
q9eph0,0.7397260273972602
q8vhc5,0.9523809523809523
p30429,0.0761904761904762
p04083,0.010416666666666666
p62826,0.15873015873015872
p28698,1.0
q96f86,0.4107142857142857
p32504,0.6571428571428571
q14653,1.0
q9uhd9,0.6685714285714286
q15004,0.6216216216216216
q9y261,0.8421052631578947
p35729,1.0
q92973,0.33962264150943394
q02078,0.0
o14352,0.03225806451612903
p41814,0.4827586206896552
q8k4j6,0.4791666666666667
q8bh64,0.46153846153846156
q8wum0,0.46
q12834,0.40186915887850466
q13542,0.30833333333333335
p28324,0.9069767441860465
o60741,0.978494623655914
p38968,1.0
q8cjf7,0.9869494290375204
p21734,0.7391304347826086
q8iw19,0.6666666666666666
o75506,0.6296296296296297
o75807,0.29411764705882354
o60566,0.13043478260869565
p05107,0.7428571428571429
q96gc6,0.43621399176954734
p01137,0.5454545454545454
q9c0c7,1.0
o65934,0.952755905511811
q9ubu9,0.9565217391304348
q9nr28,0.8666666666666667
p22626,0.9473684210526315
p29375,0.6666666666666666
p52564,0.8837209302325582
p35222,1.0
p9wip5,0.125
q14493,0.92
p36578,0.44696969696969696
q9y3e7,1.0
p38919,1.0
o75683,0.5824175824175825
q02821,0.9047619047619048
p21374,0.37142857142857144
o08807,0.0
p05106,0.5192307692307693
p0abs5,0.25
q24570,1.0
o76074,0.7317073170731707
p29274,0.8583333333333333
q96sd1,1.0
o14558,0.8035714285714286
o43561,0.8786407766990292
p53330,0.9069767441860465
o75928,0.9354838709677419
p24385,0.4583333333333333
p9wpi9,0.9382716049382716
p33763,0.0
p22303,0.6666666666666666
o54918,0.9818181818181818
p9wkx3,1.0
p02730,0.9629629629629629
q06609,0.3548387096774194
p51449,0.275
q9sp32,0.175
p49757,0.45454545454545453
q9nry2,0.5967741935483871
q9slj2,0.9285714285714286
q0jrz9,0.125
o43313,0.9805194805194806
q9ere7,0.8918918918918919
p08033,0.6417910447761194
p25644,1.0
q99958,0.0
q9ujx3,0.8695652173913043
q03071,0.0
p16050,0.0
p53999,0.95
q02199,1.0
p28229,0.8446601941747572
q96ri1,0.625
p0a903,0.0410958904109589
p55957,1.0
q9y7m4,0.0
p15927,0.5217391304347826
p09038,0.8181818181818182
q6phw0,0.4714285714285714
q9jk66,0.9876543209876543
p60761,0.35294117647058826
p01042,1.0
q15910,0.9824561403508771
q38825,0.9230769230769231
p52272,1.0
q07912,1.0
q9bs26,0.08888888888888889
q5rjl0,0.776595744680851
p39007,0.0
q09514,0.5757575757575758
p02808,1.0
p04183,0.927536231884058
p53865,0.2
p19634,0.9926470588235294
q8nhz8,0.5833333333333334
q8gyn5,0.8436018957345972
q99lj8,0.581081081081081
q96273,0.6907216494845361
p31016,0.0
p50553,0.635593220338983
p06899,0.868421052631579
q9ujx2,0.9538461538461539
q9jm54,0.375
o13916,0.9107142857142857
p08510,0.8811188811188811
q07930,0.4788732394366197
q9nrj3,0.2777777777777778
q6vmq6,1.0
p04271,0.043478260869565216
p05386,0.9615384615384616
p43403,1.0
p48788,0.5697674418604651
q9ukt4,0.6742209631728046
o14974,0.325
q9hcj0,1.0
p49790,1.0
q06406,0.9
q01081,0.09565217391304348
p37173,0.9047619047619048
p63165,1.0
p47054,0.5289855072463768
p52597,1.0
q96gu1,0.8288288288288288
p45985,0.9534883720930233
p35236,0.9375
q27934,1.0
p38862,0.9230769230769231
p27682,0.7419354838709677
p30281,0.8157894736842105
q9umr2,0.40540540540540543
q13501,1.0
p12956,0.35064935064935066
q9h816,0.3181818181818182
q9y6h6,0.8055555555555556
p36894,0.75
p0adv9,0.3142857142857143
q9buh6,0.5967741935483871
p10071,1.0
q5vzk9,1.0
q96270,0.7455621301775148
q9vma3,0.5
q92793,0.9836867862969005
p76407,1.0
p06401,0.9780033840947546
p30307,1.0
p84634,0.6666666666666666
q13469,1.0
o14745,0.4188034188034188
q9han9,0.868421052631579
p05556,0.6
p42226,1.0
p11912,0.8032786885245902
p04386,1.0
p34087,0.0
q16576,0.9473684210526315
p06400,0.8876811594202898
p04052,1.0
p22059,1.0
o95149,0.6666666666666666
q9ukt5,0.5
p32628,0.8629441624365483
p70604,0.0
q9epu7,0.3409090909090909
q07666,1.0
q13148,1.0
p68688,0.0
q9z1x4,0.9583333333333334
q99075,0.9411764705882353
p33411,1.0
o00571,0.8383233532934131
p84051,0.7272727272727273
q8wyp5,0.9895916733386709
q9hd26,0.75
p05067,0.825
p52926,0.5688073394495413
p06748,0.38308457711442784
q9y6k9,1.0
o61667,0.35714285714285715
p32337,0.8181818181818182
p08263,0.0
q15691,0.9
o14519,0.8833333333333333
q15796,0.875
p16333,1.0
p32684,1.0
o14140,0.46296296296296297
q9ji51,0.0
q03834,0.881578947368421
p09429,0.7906976744186046
o95718,0.7307692307692307
p46669,0.058823529411764705
o00429,0.9907407407407407
p98177,0.7368421052631579
q9vzu1,1.0
p68363,0.28125
p41208,1.0
q9upr3,0.43478260869565216
q6fi81,0.5531914893617021
q13568,0.0
p04626,0.9850746268656716
p13010,1.0
q9h1d0,0.6338028169014085
p55036,0.9166666666666666
q86wv6,1.0
q925j9,1.0
p70447,1.0
q96ay2,0.0
p25638,1.0
p0c077,0.0
p84040,0.0
q71ui9,0.0
q8r316,0.391304347826087
p49768,0.948051948051948
q03518,0.7410714285714286
o74774,0.4786729857819905
p77522,0.6090909090909091
o94316,0.9333333333333333
q9y239,0.0
q9n4u5,0.4426229508196721
p38293,0.3108108108108108
p37330,0.0
o14713,0.9090909090909091
p53632,0.8022813688212928
q9nqa5,0.5971223021582733
p52799,0.9506172839506173
q07009,0.0
o94907,0.8181818181818182
q8wxe9,1.0
p53136,0.8666666666666667
q80vp1,0.8938547486033519
p01130,0.03773584905660377
p19880,0.3119266055045872
p08592,1.0
q07955,0.9850746268656716
p07305,0.9821428571428571
o60828,0.558252427184466
q9ujx4,0.528
p11021,0.9555555555555556
p20823,1.0
p27321,0.8333333333333334
q9h2y7,1.0
q9jk11,1.0
o43312,0.8666666666666667
q96b02,1.0
p0agb6,0.0
q06208,1.0
q02554,0.9444444444444444
q96pu5,0.7777777777777778
q02413,1.0
p36100,0.7326388888888888
p48439,0.0051813471502590676
o54928,0.4
p83731,0.8857142857142857
p70444,0.9512195121951219
q63450,0.8205128205128205
p49427,0.6231884057971014
p40161,0.92
p0ae98,0.0
p42768,0.5588235294117647
p02655,0.23076923076923078
o60829,0.696078431372549
o75554,0.7821782178217822
p49687,1.0
p40259,0.9591836734693877
o60563,1.0
o75533,0.8225108225108225
q8ry59,0.96875
p32639,0.9458128078817734
p62877,0.32142857142857145
p10721,0.8181818181818182
p20591,0.43137254901960786
q14457,0.6933333333333334
q86ux7,0.21686746987951808
q05471,1.0
d0pv95,1.0
p29539,1.0
q12483,0.2727272727272727
q16236,0.0
o15234,0.6666666666666666
p36161,1.0
p02283,1.0
q05776,0.0
q9nr61,0.9699248120300752
q8wup2,1.0
o94444,0.7575757575757576
p62805,0.5833333333333334
p36152,0.4956521739130435
q01094,0.0196078431372549
o95644,0.24242424242424243
q9qwh1,0.8607594936708861
q8t9b6,0.589041095890411
p50750,0.4166666666666667
q92913,1.0
q12778,0.88
p14921,0.7906976744186046
q92945,0.19101123595505617
q9ujx6,0.5058139534883721
p28235,0.7128712871287128
q8n5y2,0.9047619047619048
p84022,0.7586206896551724
p69490,1.0
q68dk7,0.0
q07889,1.0
q96fi4,1.0
p55735,0.5
q09882,0.0
q9uqc2,1.0
q96iz0,1.0
q12905,0.896551724137931
p47047,0.5396825396825397
q676u5,0.8076923076923077
p53905,0.6486486486486487
q8ig33,0.6338028169014085
q15637,0.6153846153846154
p14598,0.0
q13547,0.8113207547169812
p58753,1.0
p27472,0.7564102564102564
c6ksx0,0.14583333333333334
p13693,0.71875
q53gg5,0.8383233532934131
q99ml1,0.058823529411764705
p06239,0.0
p04908,0.3
p47710,0.6270270270270271
q99741,1.0
q2taz0,0.9333333333333333
q8wug5,0.7714285714285715
o60885,0.0
p13861,0.9787234042553191
q92540,0.6060606060606061
q15726,0.8823529411764706
q24139,1.0
p20239,0.22727272727272727
q9ums4,0.07692307692307693
